Pedestrians,weather_summary,temperature,precipitation,events,hour_begin,has_event
48,partly-cloudy-night,37.0,3.0E-4,"",2018-01-10T23:00:00.000-05:00,0
747,partly-cloudy-day,31.0,0.0,"",2018-01-31T16:00:00.000-05:00,0
421,partly-cloudy-night,47.0,4.0E-4,"",2017-12-23T17:00:00.000-05:00,0
261,clear-day,50.0,0.0,"",2017-10-01T08:00:00.000-04:00,0
1860,partly-cloudy-day,36.0,0.0015,"",2017-12-17T13:00:00.000-05:00,0
12,clear-night,52.0,0.0,"",2017-10-04T03:00:00.000-04:00,0
108,clear-night,38.0,0.0,"",2017-11-12T22:00:00.000-05:00,0
2,partly-cloudy-night,32.0,0.0,"",2018-02-01T04:00:00.000-05:00,0
1,clear-night,36.0,0.0,"",2017-12-02T03:00:00.000-05:00,0
555,clear-day,30.0,2.0E-4,"",2017-12-10T09:00:00.000-05:00,0
1249,clear-night,26.0,0.0,"",2017-12-26T17:00:00.000-05:00,0
117,clear-day,19.0,0.0028,"",2018-01-08T08:00:00.000-05:00,0
6,partly-cloudy-night,43.0,1.0E-4,"",2018-01-12T03:00:00.000-05:00,0
1,clear-night,24.0,0.0,"",2018-01-25T02:00:00.000-05:00,0
1773,partly-cloudy-day,69.0,0.0,"",2017-10-24T16:00:00.000-04:00,0
608,clear-day,30.0,0.0,"",2018-01-25T12:00:00.000-05:00,0
16,clear-night,54.0,0.0,"",2017-10-13T02:00:00.000-04:00,0
58,partly-cloudy-night,71.0,0.001,"",2017-10-05T23:00:00.000-04:00,0
936,clear-day,62.0,2.0E-4,"",2017-10-03T10:00:00.000-04:00,0
3,partly-cloudy-night,39.0,5.0E-4,"",2017-11-08T02:00:00.000-05:00,0
1095,clear-day,55.0,0.0,"",2017-10-16T18:00:00.000-04:00,0
776,clear-night,74.0,0.0,"",2017-10-10T19:00:00.000-04:00,0
100,clear-night,63.0,0.0,"",2017-10-11T06:00:00.000-04:00,0
128,partly-cloudy-day,30.0,6.0E-4,"",2018-01-30T08:00:00.000-05:00,0
18,cloudy,30.0,0.0,"",2018-01-08T23:00:00.000-05:00,0
5,cloudy,35.0,0.0097,Christmas Day,2017-12-25T01:00:00.000-05:00,1
18,clear-night,59.0,0.0,"",2017-10-19T01:00:00.000-04:00,0
57,clear-night,54.0,0.0,"",2017-10-22T06:00:00.000-04:00,0
151,clear-day,25.0,0.0,"",2018-01-19T08:00:00.000-05:00,0
12,partly-cloudy-night,23.0,5.0E-4,"",2017-12-14T01:00:00.000-05:00,0
787,partly-cloudy-day,72.0,0.0044,Columbus Day (regional holiday),2017-10-09T15:00:00.000-04:00,1
645,clear-night,63.0,0.0,"",2017-10-28T19:00:00.000-04:00,0
70,clear-night,35.0,0.0,Thanksgiving Day,2017-11-23T22:00:00.000-05:00,1
1040,cloudy,47.0,5.0E-4,"",2018-01-11T14:00:00.000-05:00,0
32,clear-night,40.0,0.0,"",2017-11-30T00:00:00.000-05:00,0
653,partly-cloudy-night,47.0,8.0E-4,"",2017-11-08T17:00:00.000-05:00,0
5,clear-night,9.0,0.0,"",2018-01-06T02:00:00.000-05:00,0
2044,clear-day,47.0,9.0E-4,Black Friday,2017-11-24T12:00:00.000-05:00,1
1826,clear-day,15.0,0.0,New Year's Eve,2017-12-31T14:00:00.000-05:00,1
152,partly-cloudy-day,27.0,0.0,"",2018-01-16T08:00:00.000-05:00,0
3,clear-night,26.0,0.0,"",2017-12-26T02:00:00.000-05:00,0
3,cloudy,34.0,1.0E-4,"",2017-12-11T02:00:00.000-05:00,0
1067,clear-night,45.0,1.0E-4,"",2017-11-19T17:00:00.000-05:00,0
204,partly-cloudy-night,39.0,2.0E-4,"",2017-11-14T21:00:00.000-05:00,0
201,clear-night,61.0,0.0,"",2017-10-20T22:00:00.000-04:00,0
263,clear-day,9.0,0.0,"",2018-01-07T10:00:00.000-05:00,0
4,clear-night,16.0,0.0,"",2017-12-30T02:00:00.000-05:00,0
2224,clear-day,48.0,0.0017,"",2018-01-20T16:00:00.000-05:00,0
57,partly-cloudy-night,20.0,0.0025,"",2017-12-30T23:00:00.000-05:00,0
1509,partly-cloudy-day,44.0,0.0,"",2017-11-20T12:00:00.000-05:00,0
121,clear-night,38.0,0.0,"",2017-12-06T23:00:00.000-05:00,0
413,partly-cloudy-night,56.0,0.0,"",2017-11-01T19:00:00.000-04:00,0
278,partly-cloudy-day,57.0,2.0E-4,"",2017-10-12T08:00:00.000-04:00,0
46,clear-night,48.0,0.0,"",2017-10-16T23:00:00.000-04:00,0
68,partly-cloudy-night,39.0,0.0,"",2017-12-03T01:00:00.000-05:00,0
1373,partly-cloudy-day,48.0,0.0,"",2017-11-07T11:00:00.000-05:00,0
8,partly-cloudy-night,34.0,0.0,"",2017-12-09T05:00:00.000-05:00,0
49,cloudy,38.0,0.0,"",2018-01-29T22:00:00.000-05:00,0
154,clear-day,12.0,0.0,"",2017-12-28T08:00:00.000-05:00,0
129,cloudy,19.0,0.0,"",2017-12-27T07:00:00.000-05:00,0
3235,clear-day,56.0,0.0,"",2017-11-04T16:00:00.000-04:00,0
520,rain,62.0,0.0249,"",2017-10-29T12:00:00.000-04:00,0
97,clear-night,15.0,0.0,New Year's Day,2018-01-01T22:00:00.000-05:00,1
1509,partly-cloudy-day,66.0,0.0,"",2017-10-15T10:00:00.000-04:00,0
205,partly-cloudy-night,44.0,1.0E-4,"",2017-12-18T21:00:00.000-05:00,0
141,snow,22.0,0.0126,"",2018-01-04T14:00:00.000-05:00,0
192,cloudy,38.0,0.0,Christmas Eve,2017-12-24T20:00:00.000-05:00,1
2347,clear-day,49.0,3.0E-4,Black Friday,2017-11-24T13:00:00.000-05:00,1
664,clear-day,12.0,0.0,"",2018-01-05T11:00:00.000-05:00,0
1,cloudy,39.0,0.0,"",2018-01-23T03:00:00.000-05:00,0
216,partly-cloudy-night,68.0,0.0,"",2017-10-23T21:00:00.000-04:00,0
80,rain,55.0,0.0385,"",2018-01-12T22:00:00.000-05:00,0
3,clear-night,36.0,0.0,"",2017-11-30T04:00:00.000-05:00,0
3,clear-night,38.0,0.0,"",2017-11-30T02:00:00.000-05:00,0
519,partly-cloudy-day,35.0,0.0015,"",2018-01-30T13:00:00.000-05:00,0
94,clear-night,19.0,0.0,"",2018-01-18T07:00:00.000-05:00,0
13,partly-cloudy-night,39.0,0.0011,"",2017-12-23T02:00:00.000-05:00,0
181,clear-night,32.0,0.0,"",2018-01-24T19:00:00.000-05:00,0
542,partly-cloudy-day,61.0,0.0,"",2017-10-23T08:00:00.000-04:00,0
2,clear-night,38.0,2.0E-4,Christmas Eve,2017-12-24T03:00:00.000-05:00,1
1017,clear-day,62.0,0.0,"",2017-10-04T10:00:00.000-04:00,0
827,partly-cloudy-day,45.0,8.0E-4,"",2017-11-13T13:00:00.000-05:00,0
279,clear-night,51.0,4.0E-4,"",2017-10-30T20:00:00.000-04:00,0
117,partly-cloudy-night,74.0,5.0E-4,Columbus Day (regional holiday),2017-10-09T22:00:00.000-04:00,1
442,clear-day,37.0,0.0,"",2017-11-18T09:00:00.000-05:00,0
77,clear-night,36.0,0.0,"",2017-12-07T06:00:00.000-05:00,0
44,clear-night,34.0,0.0,"",2018-01-09T21:00:00.000-05:00,0
405,partly-cloudy-day,60.0,0.0025,"",2017-11-03T08:00:00.000-04:00,0
61,clear-night,56.0,0.0,"",2017-10-12T23:00:00.000-04:00,0
928,partly-cloudy-day,54.0,0.001,"",2017-11-16T12:00:00.000-05:00,0
1534,partly-cloudy-day,52.0,1.0E-4,"",2017-12-19T12:00:00.000-05:00,0
263,rain,40.0,0.0406,"",2017-12-23T11:00:00.000-05:00,0
16,partly-cloudy-night,12.0,0.0,"",2017-12-29T06:00:00.000-05:00,0
3,clear-night,22.0,0.0,"",2018-01-31T02:00:00.000-05:00,0
1784,clear-day,15.0,0.0013,"",2017-12-28T11:00:00.000-05:00,0
484,clear-day,11.0,0.0,New Year's Day,2018-01-01T10:00:00.000-05:00,1
4,clear-night,16.0,0.0,"",2018-01-03T02:00:00.000-05:00,0
25,partly-cloudy-night,41.0,0.0,"",2017-11-17T05:00:00.000-05:00,0
244,partly-cloudy-night,64.0,0.0,"",2017-10-07T07:00:00.000-04:00,0
17,partly-cloudy-night,16.0,0.0,"",2018-01-07T22:00:00.000-05:00,0
2159,partly-cloudy-day,61.0,0.0,"",2017-10-13T12:00:00.000-04:00,0
3,partly-cloudy-night,46.0,0.0,"",2017-11-26T04:00:00.000-05:00,0
2265,clear-day,37.0,3.0E-4,Veterans Day,2017-11-11T15:00:00.000-05:00,1
34,fog,24.0,0.0038,"",2018-01-04T07:00:00.000-05:00,0
212,clear-night,53.0,0.0,"",2017-10-26T20:00:00.000-04:00,0
1003,clear-day,35.0,0.0,"",2017-12-08T10:00:00.000-05:00,0
2185,clear-day,24.0,0.0,"",2017-12-27T14:00:00.000-05:00,0
365,cloudy,46.0,0.0,"",2017-11-01T08:00:00.000-04:00,0
157,partly-cloudy-night,40.0,0.0,"",2017-12-03T00:00:00.000-05:00,0
149,partly-cloudy-night,26.0,0.0,"",2017-12-13T22:00:00.000-05:00,0
8,partly-cloudy-night,21.0,3.0E-4,"",2018-01-04T22:00:00.000-05:00,0
50,clear-night,22.0,0.0,"",2018-01-13T21:00:00.000-05:00,0
357,clear-night,45.0,4.0E-4,"",2018-01-20T19:00:00.000-05:00,0
1976,clear-day,70.0,0.0,"",2017-10-19T15:00:00.000-04:00,0
7,partly-cloudy-night,61.0,9.0E-4,"",2017-10-14T03:00:00.000-04:00,0
113,partly-cloudy-night,36.0,1.0E-4,"",2017-12-11T21:00:00.000-05:00,0
185,clear-day,31.0,0.0,Thanksgiving Day,2017-11-23T08:00:00.000-05:00,1
341,partly-cloudy-night,58.0,0.0025,"",2017-12-05T18:00:00.000-05:00,0
1480,clear-day,38.0,2.0E-4,"",2017-12-21T13:00:00.000-05:00,0
154,clear-day,20.0,0.0,"",2018-01-08T09:00:00.000-05:00,0
25,partly-cloudy-night,31.0,0.0017,"",2017-12-09T22:00:00.000-05:00,0
247,clear-night,18.0,0.0,"",2017-12-29T19:00:00.000-05:00,0
1111,clear-day,24.0,0.0,"",2018-01-14T14:00:00.000-05:00,0
28,clear-night,18.0,0.0,"",2018-01-02T23:00:00.000-05:00,0
34,clear-night,60.0,0.0,"",2017-10-19T00:00:00.000-04:00,0
2801,clear-day,54.0,0.0,"",2017-11-04T17:00:00.000-04:00,0
4,clear-night,48.0,0.0,"",2017-10-18T02:00:00.000-04:00,0
1756,clear-day,66.0,0.0,"",2017-10-02T12:00:00.000-04:00,0
133,partly-cloudy-day,39.0,0.0,Veterans Day observed,2017-11-10T07:00:00.000-05:00,1
96,partly-cloudy-night,29.0,0.0,"",2018-02-02T07:00:00.000-05:00,0
139,partly-cloudy-night,40.0,0.0,"",2018-01-22T07:00:00.000-05:00,0
1748,partly-cloudy-day,53.0,0.0,"",2017-11-09T14:00:00.000-05:00,0
840,cloudy,47.0,1.0E-4,"",2017-11-15T17:00:00.000-05:00,0
145,partly-cloudy-night,71.0,0.0,"",2017-10-08T00:00:00.000-04:00,0
502,clear-night,53.0,0.0,"",2017-11-04T19:00:00.000-04:00,0
139,partly-cloudy-night,65.0,0.0,"",2017-10-11T22:00:00.000-04:00,0
217,partly-cloudy-night,33.0,0.0,"",2018-01-16T19:00:00.000-05:00,0
29,clear-night,68.0,0.0,"",2017-10-07T02:00:00.000-04:00,0
22,clear-night,39.0,0.0,"",2017-11-21T05:00:00.000-05:00,0
2,clear-night,14.0,0.0,"",2018-01-02T01:00:00.000-05:00,0
96,clear-night,49.0,0.0,"",2017-10-02T06:00:00.000-04:00,0
1076,clear-day,41.0,4.0E-4,"",2017-12-04T10:00:00.000-05:00,0
5,clear-night,35.0,0.0,"",2017-11-28T03:00:00.000-05:00,0
5,clear-night,51.0,0.0,"",2017-10-03T03:00:00.000-04:00,0
880,clear-night,42.0,0.0,"",2017-12-07T17:00:00.000-05:00,0
17,clear-night,50.0,0.0,"",2017-11-04T02:00:00.000-04:00,0
5,clear-night,17.0,0.0,"",2018-01-14T02:00:00.000-05:00,0
422,clear-day,42.0,2.0E-4,"",2017-12-06T09:00:00.000-05:00,0
1254,clear-day,48.0,0.0,"",2017-11-27T12:00:00.000-05:00,0
229,partly-cloudy-day,33.0,0.0065,"",2018-01-17T12:00:00.000-05:00,0
57,clear-night,30.0,0.0,"",2018-01-31T23:00:00.000-05:00,0
147,clear-night,52.0,0.0,"",2017-10-17T21:00:00.000-04:00,0
2,partly-cloudy-night,34.0,0.0028,"",2017-12-18T04:00:00.000-05:00,0
128,clear-night,25.0,0.0,"",2018-01-26T07:00:00.000-05:00,0
7,fog,39.0,0.0,"",2018-01-23T00:00:00.000-05:00,0
1087,cloudy,58.0,0.007,Daylight Saving Time ends,2017-11-05T14:00:00.000-05:00,1
311,clear-night,74.0,8.0E-4,"",2017-10-08T22:00:00.000-04:00,0
922,partly-cloudy-day,46.0,6.0E-4,"",2017-12-23T16:00:00.000-05:00,0
110,clear-day,31.0,0.0,Black Friday,2017-11-24T07:00:00.000-05:00,1
533,partly-cloudy-night,45.0,0.0,"",2017-12-22T18:00:00.000-05:00,0
1865,partly-cloudy-day,47.0,0.0,"",2017-12-03T15:00:00.000-05:00,0
2606,partly-cloudy-day,76.0,0.0,"",2017-10-08T15:00:00.000-04:00,0
899,clear-night,62.0,0.0,"",2017-10-01T19:00:00.000-04:00,0
170,clear-night,40.0,0.0,"",2017-11-17T20:00:00.000-05:00,0
185,fog,30.0,0.0036,"",2017-12-09T17:00:00.000-05:00,0
1580,clear-day,70.0,0.0,"",2017-10-18T14:00:00.000-04:00,0
40,clear-night,48.0,0.0,"",2017-11-22T00:00:00.000-05:00,0
168,clear-night,64.0,0.0,"",2017-11-02T22:00:00.000-04:00,0
1145,clear-day,36.0,0.0043,Christmas Day,2017-12-25T10:00:00.000-05:00,1
6,partly-cloudy-night,59.0,1.0E-4,"",2017-11-06T03:00:00.000-05:00,0
16,clear-night,21.0,0.0,"",2017-12-13T05:00:00.000-05:00,0
360,partly-cloudy-day,57.0,0.0,"",2017-10-12T09:00:00.000-04:00,0
225,partly-cloudy-day,41.0,0.0,"",2018-01-24T08:00:00.000-05:00,0
12,partly-cloudy-night,59.0,0.0,"",2017-11-06T01:00:00.000-05:00,0
1796,clear-day,49.0,0.0035,"",2017-12-01T16:00:00.000-05:00,0
2001,clear-day,56.0,0.0,"",2017-10-16T13:00:00.000-04:00,0
5,partly-cloudy-night,55.0,0.0,"",2017-10-26T03:00:00.000-04:00,0
2094,clear-day,56.0,0.0,Halloween,2017-10-31T15:00:00.000-04:00,1
1975,partly-cloudy-day,73.0,0.0,"",2017-10-24T12:00:00.000-04:00,0
180,clear-night,27.0,0.0,"",2018-01-18T20:00:00.000-05:00,0
1337,clear-day,30.0,0.0,"",2018-02-03T15:00:00.000-05:00,0
2344,partly-cloudy-day,64.0,0.0,"",2017-10-13T17:00:00.000-04:00,0
258,clear-night,47.0,0.0,"",2017-11-29T20:00:00.000-05:00,0
1280,cloudy,34.0,1.0E-4,"",2017-12-17T11:00:00.000-05:00,0
722,partly-cloudy-day,74.0,3.0E-4,Columbus Day (regional holiday),2017-10-09T18:00:00.000-04:00,1
642,partly-cloudy-day,57.0,0.0,"",2018-01-23T15:00:00.000-05:00,0
677,clear-day,33.0,0.0,"",2018-01-25T16:00:00.000-05:00,0
3047,partly-cloudy-day,70.0,0.0,"",2017-10-14T14:00:00.000-04:00,0
1644,clear-day,73.0,0.0019,"",2017-10-05T11:00:00.000-04:00,0
77,clear-night,67.0,0.0,"",2017-10-10T23:00:00.000-04:00,0
9,clear-night,64.0,0.0,"",2017-10-11T02:00:00.000-04:00,0
18,partly-cloudy-night,51.0,0.0,"",2017-10-01T04:00:00.000-04:00,0
92,partly-cloudy-night,52.0,0.0,"",2017-10-13T06:00:00.000-04:00,0
831,clear-night,13.0,0.0,New Year's Eve,2017-12-31T17:00:00.000-05:00,1
126,clear-night,66.0,0.0,"",2017-10-06T06:00:00.000-04:00,0
121,partly-cloudy-night,39.0,1.0E-4,"",2017-11-08T06:00:00.000-05:00,0
666,clear-day,62.0,0.0,"",2017-11-03T09:00:00.000-04:00,0
171,clear-night,42.0,0.0,"",2017-12-22T21:00:00.000-05:00,0
2083,clear-day,78.0,0.0,"",2017-10-06T16:00:00.000-04:00,0
318,clear-night,40.0,0.0,"",2017-11-26T19:00:00.000-05:00,0
757,clear-night,45.0,1.0E-4,Black Friday,2017-11-24T18:00:00.000-05:00,1
14,partly-cloudy-night,65.0,0.0,"",2017-10-15T05:00:00.000-04:00,0
533,fog,24.0,8.0E-4,"",2017-12-15T16:00:00.000-05:00,0
210,clear-night,34.0,0.0,"",2017-12-02T07:00:00.000-05:00,0
29,partly-cloudy-night,35.0,0.0,"",2017-12-09T01:00:00.000-05:00,0
5,clear-night,8.0,0.0,"",2018-01-06T06:00:00.000-05:00,0
4,partly-cloudy-night,18.0,0.0,New Year's Eve,2017-12-31T02:00:00.000-05:00,1
20,clear-night,57.0,0.0,"",2017-10-22T02:00:00.000-04:00,0
1,partly-cloudy-night,60.0,0.0029,"",2017-10-12T04:00:00.000-04:00,0
196,partly-cloudy-night,68.0,0.0,"",2017-10-15T22:00:00.000-04:00,0
291,clear-night,50.0,0.0,"",2017-10-04T07:00:00.000-04:00,0
2384,clear-day,70.0,0.0,"",2017-11-03T15:00:00.000-04:00,0
7,clear-night,72.0,7.0E-4,Columbus Day (regional holiday),2017-10-09T03:00:00.000-04:00,1
113,rain,52.0,0.039,"",2018-01-23T10:00:00.000-05:00,0
29,clear-night,55.0,0.0,"",2017-10-19T05:00:00.000-04:00,0
3390,clear-day,56.0,2.0E-4,"",2017-11-25T15:00:00.000-05:00,0
2239,clear-day,38.0,0.0241,"",2017-12-10T13:00:00.000-05:00,0
17,clear-night,24.0,0.0,"",2017-12-26T06:00:00.000-05:00,0
3,partly-cloudy-night,25.0,0.0,"",2018-01-16T04:00:00.000-05:00,0
10,partly-cloudy-night,49.0,0.0,"",2017-12-05T01:00:00.000-05:00,0
1844,partly-cloudy-day,49.0,0.0,"",2018-01-21T16:00:00.000-05:00,0
107,partly-cloudy-night,48.0,0.0175,"",2017-11-18T20:00:00.000-05:00,0
571,clear-day,45.0,0.0,"",2017-11-07T09:00:00.000-05:00,0
1409,clear-day,70.0,0.0,"",2017-10-20T18:00:00.000-04:00,0
561,clear-night,49.0,0.0,"",2017-11-28T18:00:00.000-05:00,0
57,cloudy,58.0,0.0,"",2017-11-01T23:00:00.000-04:00,0
517,clear-night,40.0,8.0E-4,"",2018-01-09T17:00:00.000-05:00,0
16,clear-night,35.0,0.0,"",2017-11-14T00:00:00.000-05:00,0
954,clear-day,31.0,0.006,"",2017-12-14T13:00:00.000-05:00,0
3750,clear-day,66.0,0.0,"",2017-10-28T16:00:00.000-04:00,0
861,clear-day,17.0,1.0E-4,"",2018-01-07T14:00:00.000-05:00,0
14,clear-night,39.0,0.0,"",2017-11-13T01:00:00.000-05:00,0
198,partly-cloudy-day,34.0,0.0,"",2018-02-01T09:00:00.000-05:00,0
2226,clear-day,42.0,3.0E-4,Thanksgiving Day,2017-11-23T16:00:00.000-05:00,1
57,partly-cloudy-night,33.0,0.0,"",2017-12-11T06:00:00.000-05:00,0
1495,clear-day,59.0,0.0,"",2017-10-17T16:00:00.000-04:00,0
165,partly-cloudy-night,43.0,1.0E-4,"",2017-11-19T21:00:00.000-05:00,0
168,partly-cloudy-day,31.0,0.0017,"",2018-01-30T09:00:00.000-05:00,0
3,partly-cloudy-night,20.0,0.0,"",2017-12-27T03:00:00.000-05:00,0
5,clear-night,28.0,0.0,"",2018-01-09T04:00:00.000-05:00,0
5,partly-cloudy-night,42.0,9.0E-4,"",2018-01-22T02:00:00.000-05:00,0
465,partly-cloudy-night,44.0,2.0E-4,"",2017-12-18T19:00:00.000-05:00,0
7,partly-cloudy-night,31.0,0.0,"",2018-02-04T06:00:00.000-05:00,0
2792,clear-day,52.0,0.0,"",2017-11-04T12:00:00.000-04:00,0
2325,clear-day,18.0,0.0,New Year's Day,2018-01-01T15:00:00.000-05:00,1
113,partly-cloudy-night,51.0,0.0014,Veterans Day observed,2017-11-10T00:00:00.000-05:00,1
2150,clear-day,55.0,0.0,"",2017-10-27T11:00:00.000-04:00,0
544,clear-day,29.0,0.0,"",2018-01-25T11:00:00.000-05:00,0
555,clear-day,46.0,4.0E-4,"",2017-12-01T09:00:00.000-05:00,0
1,clear-night,18.0,0.0,"",2018-01-18T03:00:00.000-05:00,0
5,partly-cloudy-night,59.0,0.0,"",2017-10-23T04:00:00.000-04:00,0
408,partly-cloudy-day,38.0,0.0,"",2017-11-14T09:00:00.000-05:00,0
6,cloudy,35.0,0.0042,Christmas Day,2017-12-25T00:00:00.000-05:00,1
11,rain,61.0,0.0734,"",2017-10-30T00:00:00.000-04:00,0
25,clear-night,51.0,0.0,Halloween,2017-10-31T00:00:00.000-04:00,1
611,clear-day,12.0,0.0,"",2018-01-06T12:00:00.000-05:00,0
3,clear-night,34.0,0.0,"",2018-01-20T04:00:00.000-05:00,0
1900,clear-day,48.0,9.0E-4,"",2017-11-18T13:00:00.000-05:00,0
8,rain,42.0,0.289,"",2018-02-04T21:00:00.000-05:00,0
411,partly-cloudy-night,51.0,0.0,"",2017-11-09T19:00:00.000-05:00,0
3,clear-night,37.0,0.0,Christmas Eve,2017-12-24T05:00:00.000-05:00,1
26,partly-cloudy-night,48.0,0.0,"",2017-11-26T02:00:00.000-05:00,0
31,clear-night,27.0,0.0,Christmas Day,2017-12-25T23:00:00.000-05:00,1
3,partly-cloudy-night,38.0,0.0,"",2017-12-07T02:00:00.000-05:00,0
181,clear-night,68.0,1.0E-4,"",2017-10-04T22:00:00.000-04:00,0
828,clear-day,32.0,0.0,"",2018-01-19T11:00:00.000-05:00,0
66,clear-night,28.0,0.0,"",2018-01-24T23:00:00.000-05:00,0
5,clear-night,61.0,0.0,"",2017-11-03T04:00:00.000-04:00,0
606,clear-night,60.0,0.0,"",2017-10-12T19:00:00.000-04:00,0
80,partly-cloudy-night,50.0,0.0,"",2017-11-06T22:00:00.000-05:00,0
935,partly-cloudy-day,45.0,0.0019,"",2017-12-12T14:00:00.000-05:00,0
3,partly-cloudy-night,16.0,0.0,Martin Luther King Jr. Day,2018-01-15T05:00:00.000-05:00,1
1230,partly-cloudy-day,48.0,1.0E-4,"",2017-11-08T16:00:00.000-05:00,0
283,clear-night,47.0,0.0,"",2017-10-18T07:00:00.000-04:00,0
1112,clear-day,49.0,1.0E-4,"",2017-11-15T13:00:00.000-05:00,0
651,partly-cloudy-day,43.0,0.0,"",2017-12-20T10:00:00.000-05:00,0
1454,clear-day,50.0,0.0,"",2017-10-17T11:00:00.000-04:00,0
26,clear-night,48.0,1.0E-4,"",2017-10-27T00:00:00.000-04:00,0
0,clear-night,6.0,0.0,"",2018-01-07T01:00:00.000-05:00,0
112,cloudy,53.0,0.0,"",2017-11-04T23:00:00.000-04:00,0
350,clear-day,47.0,1.0E-4,Halloween,2017-10-31T08:00:00.000-04:00,1
179,clear-night,52.0,0.0,Halloween,2017-10-31T20:00:00.000-04:00,1
1801,clear-day,54.0,0.0,"",2017-11-21T12:00:00.000-05:00,0
14,partly-cloudy-night,52.0,0.0205,"",2018-01-13T06:00:00.000-05:00,0
403,clear-day,14.0,0.0,"",2018-01-02T09:00:00.000-05:00,0
6,clear-night,24.0,0.0,Veterans Day,2017-11-11T03:00:00.000-05:00,1
2028,clear-day,18.0,0.0,"",2017-12-28T15:00:00.000-05:00,0
126,clear-night,16.0,0.0,"",2017-12-29T23:00:00.000-05:00,0
0,partly-cloudy-night,27.0,0.0,"",2018-01-26T02:00:00.000-05:00,0
289,clear-day,44.0,0.0,"",2017-11-26T08:00:00.000-05:00,0
263,partly-cloudy-night,41.0,0.0,"",2018-01-22T19:00:00.000-05:00,0
360,clear-day,56.0,0.0,"",2017-10-20T08:00:00.000-04:00,0
1,clear-night,23.0,0.0,"",2017-12-16T05:00:00.000-05:00,0
321,partly-cloudy-day,36.0,0.0,"",2017-12-22T09:00:00.000-05:00,0
575,partly-cloudy-night,68.0,0.0,"",2017-10-14T20:00:00.000-04:00,0
15,partly-cloudy-night,43.0,4.0E-4,"",2017-11-17T01:00:00.000-05:00,0
12,partly-cloudy-night,29.0,0.0,"",2018-02-04T01:00:00.000-05:00,0
0,clear-night,23.0,0.0,"",2017-12-16T03:00:00.000-05:00,0
1431,partly-cloudy-day,51.0,8.0E-4,"",2017-11-22T13:00:00.000-05:00,0
754,clear-day,41.0,0.0,"",2018-02-01T14:00:00.000-05:00,0
27,clear-night,24.0,0.0,"",2018-01-10T06:00:00.000-05:00,0
185,partly-cloudy-night,39.0,1.0E-4,"",2017-11-22T20:00:00.000-05:00,0
50,partly-cloudy-night,66.0,0.0,"",2017-10-24T23:00:00.000-04:00,0
120,clear-night,35.0,0.0,"",2017-11-18T00:00:00.000-05:00,0
536,clear-night,64.0,0.0,"",2017-10-18T19:00:00.000-04:00,0
159,clear-night,31.0,0.0,"",2018-01-25T19:00:00.000-05:00,0
420,partly-cloudy-night,43.0,0.0,"",2017-12-03T20:00:00.000-05:00,0
164,partly-cloudy-night,59.0,0.0,Daylight Saving Time ends,2017-11-05T20:00:00.000-05:00,1
2514,clear-day,51.0,0.0,"",2018-01-27T15:00:00.000-05:00,0
87,partly-cloudy-day,33.0,0.0086,"",2018-01-17T08:00:00.000-05:00,0
490,partly-cloudy-night,41.0,0.0,"",2018-01-29T18:00:00.000-05:00,0
1364,clear-day,50.0,0.0,"",2017-11-27T16:00:00.000-05:00,0
399,rain,60.0,0.0907,"",2018-01-12T13:00:00.000-05:00,0
23,clear-night,38.0,0.0,"",2017-12-04T01:00:00.000-05:00,0
319,partly-cloudy-night,60.0,0.0,"",2017-10-25T20:00:00.000-04:00,0
957,clear-day,45.0,0.0,"",2017-11-27T10:00:00.000-05:00,0
37,rain,56.0,0.0918,"",2017-12-05T22:00:00.000-05:00,0
278,snow,17.0,0.0054,"",2018-01-03T09:00:00.000-05:00,0
3716,partly-cloudy-day,40.0,9.0E-4,"",2017-11-12T11:00:00.000-05:00,0
49,clear-night,58.0,0.0,"",2017-10-23T00:00:00.000-04:00,0
240,clear-night,43.0,2.0E-4,"",2018-01-11T19:00:00.000-05:00,0
195,partly-cloudy-day,35.0,0.0,"",2017-12-22T08:00:00.000-05:00,0
326,clear-night,55.0,0.0,"",2017-10-27T20:00:00.000-04:00,0
1818,clear-day,49.0,0.0,"",2017-12-04T14:00:00.000-05:00,0
1827,clear-day,47.0,0.0,"",2017-11-26T13:00:00.000-05:00,0
5,clear-night,57.0,0.0,"",2017-10-20T03:00:00.000-04:00,0
603,partly-cloudy-day,36.0,1.0E-4,"",2018-01-16T15:00:00.000-05:00,0
11,rain,40.0,0.0689,"",2017-11-07T20:00:00.000-05:00,0
199,clear-day,26.0,0.0,Veterans Day,2017-11-11T08:00:00.000-05:00,1
2629,clear-day,46.0,0.0,"",2017-12-02T12:00:00.000-05:00,0
5,partly-cloudy-night,48.0,0.0,"",2017-12-20T03:00:00.000-05:00,0
3,clear-night,49.0,0.0,Halloween,2017-10-31T03:00:00.000-04:00,1
202,clear-night,28.0,0.0,"",2018-02-03T20:00:00.000-05:00,0
42,clear-night,47.0,0.0,"",2017-11-04T06:00:00.000-04:00,0
1045,partly-cloudy-day,29.0,1.0E-4,"",2018-01-13T11:00:00.000-05:00,0
1593,clear-day,74.0,0.0,"",2017-10-06T11:00:00.000-04:00,0
78,clear-night,57.0,0.0,"",2017-10-02T23:00:00.000-04:00,0
2245,clear-day,66.0,0.0,"",2017-10-01T15:00:00.000-04:00,0
